HST_ID,X,X_err,Y,Y_err,F606W_Vegamag,F606W_mag_err,F814W_Vegamag,F814W_mag_err,N_detect,HST_Field,F098M_Vegamag,F098M_mag_err,F139M_Vegamag,F139M_mag_err,F153M_Vegamag,F153M_mag_err,F167N_Vegamag,F167N_mag_err,F130N_Vegamag,F130N_mag_err,GaiaDR3_ID,Gmag,BPmag,RPmag,RA,DEC,distance
GB11003582,3996.696,0.158,4559.452,0.045,25.014,0.027,21.654,0.030,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7622618,-29.0695009,27.40321520348406
GB21031654,4392.652,0.212,5575.678,0.156,,,23.043,0.045,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7572185,-29.0582068,27.40339609418866
GB21764149,3982.671,0.380,5251.835,0.179,,,23.287,0.011,2,HD43_ACSWFC,21.361,0.058,19.271,0.035,18.826,0.057,18.858,0.110,,,,,,,267.7624330,-29.0618049,27.413367452116727
GB14665146,5020.909,0.080,5442.075,0.125,25.737,,22.118,0.014,3,HD43_ACSWFC,19.839,0.020,17.560,0.011,17.126,0.017,16.765,0.022,,,,,,,267.7492330,-29.0596934,27.417461260248544
GB10864043,4046.399,0.086,4487.960,0.050,25.093,0.035,21.636,0.002,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7616307,-29.0702957,27.424096682628743
GB02419028,5255.522,0.066,5039.917,0.025,23.580,,19.942,,2,HD43_ACSWFC,17.868,0.006,15.756,0.004,15.307,0.006,15.002,0.008,,,,,,,267.7462557,-29.0641637,27.433925712297317
GB19755527,3895.486,0.173,4884.438,0.080,,,22.799,0.043,2,HD43_ACSWFC,20.867,0.058,18.985,0.047,99.999,99.999,99.999,99.999,,,,,,,267.7635450,-29.0658883,27.443076096918816
GB17214484,3905.802,0.132,4793.149,0.055,,,22.440,0.019,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7634148,-29.0669030,27.45264702764718
GB16162545,4128.541,0.187,5433.308,0.132,25.852,,22.305,0.176,3,HD43_ACSWFC,20.367,0.032,18.506,0.022,18.037,0.040,17.990,0.055,,,,,,,267.7605781,-29.0597886,27.452919884989637
GB14692700,4459.489,0.321,5592.487,0.255,25.395,,22.121,,2,HD43_ACSWFC,20.143,0.025,18.294,0.018,17.919,0.030,17.657,0.043,,,,,,,267.7563718,-29.0580214,27.453182961716482
GB09690285,5182.308,0.134,4586.105,0.040,25.010,0.034,21.476,0.013,4,HD43_ACSWFC,19.419,0.015,17.317,0.010,16.962,0.016,16.615,0.020,,,,,,,267.7471900,-29.0692082,27.458484136576995
GB19026181,4871.327,0.159,4295.137,0.097,,,22.688,0.028,2,HD43_ACSWFC,20.428,0.029,18.121,0.016,17.646,0.024,17.314,0.033,,,,,,,267.7511457,-29.0724417,27.461850381605657
GB12448589,3959.801,0.071,5212.297,0.072,25.206,0.009,21.841,0.008,4,HD43_ACSWFC,19.995,0.023,18.161,0.017,17.798,0.027,17.627,0.041,,,,,,,267.7627241,-29.0622443,27.499831227039195
GB03879277,3946.824,0.030,5184.764,0.017,22.638,0.033,20.428,0.003,4,HD43_ACSWFC,19.184,0.013,17.938,0.014,17.634,0.024,17.354,0.034,,,,,,,267.7628893,-29.0625503,27.522612102068535
GB14407130,4878.193,0.115,5537.767,0.131,,,22.086,0.067,2,HD43_ACSWFC,19.748,0.019,17.522,0.011,17.163,0.018,16.826,0.024,,,,,,,267.7510472,-29.0586296,27.543464239627102
GB00781238,4024.167,0.015,4510.591,0.011,19.909,0.004,18.378,0.003,4,HD43_ACSWFC,,,,,,,,,,,4057339301118779008,,,,267.7619131,-29.0700441,27.579145139738152
GB08316440,5205.262,0.073,4624.145,0.096,24.040,0.040,21.276,0.020,4,HD43_ACSWFC,19.833,0.020,18.520,0.021,18.263,0.038,17.908,0.051,,,,,,,267.7468979,-29.0687855,27.58654092721461
GB15437356,3936.721,0.139,4669.635,0.143,25.571,0.053,22.214,0.037,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7630231,-29.0682760,27.603772066274082
GB03353076,4647.260,0.041,5604.020,0.032,23.561,0.008,20.279,0.022,4,HD43_ACSWFC,18.349,0.008,16.470,0.006,16.055,0.009,15.785,0.012,,,,,,,267.7539820,-29.0578926,27.616879953247473
GB09703025,3969.748,0.067,5238.912,0.041,25.000,0.003,21.478,0.030,4,HD43_ACSWFC,19.500,0.016,17.578,0.011,17.228,0.018,16.953,0.025,,,,,,,267.7625974,-29.0619485,27.6208570263613
GB20388592,4273.341,0.069,5535.559,0.238,,,22.908,0.097,2,HD43_ACSWFC,20.676,0.035,18.808,0.026,18.374,0.041,18.060,0.058,,,,,,,267.7587354,-29.0586523,27.629985378428234
GB07106239,4179.894,0.030,4355.030,0.080,24.655,0.026,21.085,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7599359,-29.0717743,27.6308374564494
GB17510090,4738.878,0.210,4244.710,0.178,,,22.479,0.022,2,HD43_ACSWFC,20.186,0.026,17.893,0.014,17.420,0.021,17.236,0.031,,,,,,,267.7528299,-29.0730018,27.6350695892987
GB12440619,3890.085,0.113,4935.262,0.072,25.224,0.036,21.840,0.020,4,HD43_ACSWFC,19.873,0.021,17.918,0.014,17.579,0.023,17.313,0.033,,,,,,,267.7636131,-29.0653233,27.636534576341283
GB12276149,4663.385,0.081,5602.813,0.139,25.074,,21.819,0.025,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7537759,-29.0579058,27.640141323190925
GB14233788,4800.785,0.217,4261.714,0.070,,,22.065,0.005,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7520428,-29.0728130,27.657580375751525
GB19540987,4684.720,0.102,5600.336,0.072,25.569,,22.765,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7535063,-29.0579331,27.657895350815515
GB00859040,4367.987,0.026,5575.238,0.031,22.063,0.018,18.534,0.008,4,HD43_ACSWFC,16.512,0.003,14.485,0.002,14.064,0.003,13.766,0.004,,,,20.085,,,267.7575320,-29.0582116,27.673402297774146
GB12940037,4039.901,0.051,4486.232,0.045,24.963,,21.903,0.011,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7617144,-29.0703152,27.673654236981626
GB15951570,4884.229,0.051,4295.087,0.332,,,22.279,0.027,2,HD43_ACSWFC,19.962,0.022,17.526,0.011,17.065,0.017,16.683,0.021,,,,,,,267.7509817,-29.0724423,27.685777805519464
GB21674643,3910.955,0.086,5093.315,0.130,,,23.245,0.040,2,HD43_ACSWFC,21.305,0.054,19.267,0.034,18.920,0.062,18.648,0.091,,,,,,,267.7633462,-29.0635666,27.701927861518268
GB02817456,4323.850,0.029,4274.275,0.003,,,20.101,0.036,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7581057,-29.0726719,27.70339835218958
GB12609094,3888.083,0.055,4923.074,0.070,25.356,0.123,21.861,0.042,4,HD43_ACSWFC,20.039,0.023,18.185,0.017,17.763,0.027,17.568,0.040,,,,,,,267.7636387,-29.0654588,27.708377683846923
GB20849277,3920.663,0.231,4705.423,0.014,,,23.001,0.025,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7632268,-29.0678781,27.73309523740648
GB03236202,4131.862,0.042,4388.899,0.023,22.123,0.004,20.243,0.001,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7605453,-29.0713971,27.73959694466669
GB12584825,3890.693,0.054,4848.477,0.123,25.329,0.127,21.858,0.032,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7636063,-29.0662879,27.740499933828577
GB01313923,4766.873,0.018,5584.888,0.025,22.655,0.013,19.203,0.019,4,HD43_ACSWFC,17.161,0.004,15.088,0.003,14.685,0.004,14.341,0.005,,,,20.746,,,267.7524618,-29.0581056,27.742394376416307
GB20326947,4817.936,0.099,4265.235,0.046,,,22.897,0.036,2,HD43_ACSWFC,20.875,0.043,18.744,0.026,18.173,0.037,18.333,0.074,,,,,,,267.7518247,-29.0727739,27.75068450060727
GB20760246,4439.201,0.404,4237.479,0.131,,,22.982,0.038,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7566397,-29.0730813,27.780335183533325
GB17294958,4899.171,0.124,4299.605,0.040,25.185,0.093,22.450,,3,HD43_ACSWFC,20.956,0.043,19.521,0.042,19.347,0.087,19.099,0.134,,,,,,,267.7507910,-29.0723914,27.790603401890017
GB20675170,4093.882,0.113,4421.363,0.029,,,22.964,0.108,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7610277,-29.0710362,27.805320755199958
GB08621563,4830.128,0.060,4268.287,0.008,23.878,0.044,21.322,0.028,4,HD43_ACSWFC,20.049,0.025,18.641,0.028,18.349,0.050,18.582,0.114,,,,,,,267.7516698,-29.0727399,27.80638949936591
GB20403342,4346.666,0.151,5571.976,0.157,,,22.911,0.042,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7578030,-29.0582478,27.82409016198186
GB10405282,5264.975,0.082,5042.897,0.038,25.167,0.053,21.574,0.034,4,HD43_ACSWFC,19.461,0.016,17.361,0.010,16.964,0.016,16.634,0.021,,,,,,,267.7461352,-29.0641311,27.828025906139935
GB16189619,3900.875,0.080,4768.536,0.116,25.837,,22.309,0.021,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7634788,-29.0671768,27.84409286964342
GB14336713,5268.593,0.079,4809.681,0.070,25.417,,22.077,0.058,3,HD43_ACSWFC,20.008,0.022,17.922,0.014,17.512,0.022,17.238,0.031,,,,,,,267.7460901,-29.0667231,27.84608619873446
GB14284271,4774.316,0.288,4247.997,0.085,,,22.071,0.019,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7523794,-29.0729654,27.86652850402445
GB17884298,4354.451,0.078,4258.099,0.010,,,22.528,0.086,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7577169,-29.0728518,27.883943098800614
GB04815593,5268.862,0.089,5032.652,0.066,24.219,0.077,20.653,0.008,4,HD43_ACSWFC,18.632,0.010,16.536,0.006,16.121,0.010,15.799,0.012,,,,,,,267.7460859,-29.0642450,27.909833679682354
GB10186990,4596.896,0.155,5614.679,0.103,24.714,,21.545,0.006,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7546232,-29.0577742,27.920711034443322
GB10802712,5133.269,0.123,4490.134,0.113,24.938,0.027,21.628,,3,HD43_ACSWFC,19.605,0.017,17.693,0.012,17.394,0.021,17.103,0.029,,,,,,,267.7478134,-29.0702743,27.926513684215557
GB20265296,4813.804,0.120,5574.879,0.070,,,22.886,0.065,2,HD43_ACSWFC,20.802,0.045,18.738,0.026,18.415,0.044,18.129,0.064,,,,,,,267.7518653,-29.0582169,27.92717493564877
GB18324458,5262.969,0.465,5069.085,0.095,,,22.588,0.064,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7461604,-29.0638400,27.95895845700465
GB11286996,4014.997,0.089,4506.892,0.018,,,21.692,0.067,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7620297,-29.0700852,27.962889281663333
GB16340082,3911.938,0.164,5120.522,0.119,25.432,,22.328,0.022,3,HD43_ACSWFC,20.851,0.040,19.366,0.037,19.241,0.081,18.947,0.118,,,,,,,267.7633346,-29.0632645,27.963983331434942
GB09973400,3895.615,0.095,4777.886,0.076,25.055,0.013,21.515,0.005,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7635445,-29.0670726,27.969121761596774
GB18258547,4735.307,0.091,5599.899,0.033,,,22.579,0.005,2,HD43_ACSWFC,20.633,0.034,18.744,0.024,18.342,0.040,18.195,0.065,,,,,,,267.7528629,-29.0579386,28.015797524555545
GB07542746,4111.900,0.041,5438.229,0.041,24.599,0.027,21.156,0.021,4,HD43_ACSWFC,19.210,0.014,17.275,0.010,16.880,0.015,16.665,0.021,,,,,,,267.7607884,-29.0597336,28.040100311050836
GB17938954,5090.135,0.275,5399.918,0.097,,,22.536,0.049,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7483545,-29.0601624,28.084061922811138
GB05840144,4914.097,0.097,5534.683,0.116,24.611,0.016,20.861,0.102,4,HD43_ACSWFC,18.793,0.011,16.637,0.007,16.170,0.010,15.880,0.013,,,,,,,267.7505910,-29.0586640,28.085115984233504
GB15377719,4872.662,0.130,4278.495,0.109,,,22.207,0.061,2,HD43_ACSWFC,20.247,0.028,18.085,0.018,17.729,0.029,17.402,0.040,,,,,,,267.7511289,-29.0726267,28.08878255810378
GB10589070,4153.183,0.149,4360.296,0.020,24.963,,21.599,0.018,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7602734,-29.0717148,28.09098877361062
GB15472222,3991.798,0.142,4534.982,0.158,25.772,,22.219,0.007,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7623254,-29.0697732,28.095079260494277
GB03592215,4862.844,0.088,4273.853,0.027,24.246,0.030,20.350,0.027,4,HD43_ACSWFC,18.117,0.007,15.785,0.004,15.278,0.006,14.966,0.008,,,,,,,267.7512539,-29.0726781,28.09728358786845
GB20530390,3891.133,0.368,5051.921,0.073,25.983,,22.935,,2,HD43_ACSWFC,20.987,0.046,19.108,0.031,18.824,0.058,18.608,0.089,,,,,,,267.7635956,-29.0640253,28.09737703541093
GB05993909,5217.595,0.060,5213.963,0.033,24.289,,20.890,0.025,3,HD43_ACSWFC,18.825,0.011,16.731,0.007,16.360,0.011,16.010,0.014,,,,,,,267.7467349,-29.0622294,28.113863973611302
GB01132189,4831.118,0.026,4260.366,0.034,22.821,0.000,18.979,0.008,4,HD43_ACSWFC,16.861,0.004,14.719,0.003,14.268,0.004,13.967,0.004,,,,20.617,20.843,18.706,267.7516573,-29.0728280,28.116714380507585
GB17030664,4282.847,0.020,4280.669,0.130,,,22.416,0.015,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7586269,-29.0726007,28.12154323279757
GB06814993,5283.817,0.054,4907.937,0.038,23.406,0.005,21.036,0.001,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7458969,-29.0656313,28.122129758366526
GB18909463,4338.200,0.098,5577.050,0.067,,,22.671,0.058,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7579106,-29.0581913,28.13050893437853
GB18975887,5001.721,0.312,5480.412,0.566,,,22.680,0.126,2,HD43_ACSWFC,20.740,0.037,18.641,0.023,18.383,0.042,18.037,0.057,,,,,,,267.7494776,-29.0592674,28.141739163695767
GB12768899,4809.517,0.116,5582.286,0.043,,,21.881,0.027,2,HD43_ACSWFC,19.737,0.019,17.713,0.013,17.419,0.022,17.128,0.029,,,,,,,267.7519197,-29.0581346,28.15035274872688
GB07051840,4493.432,0.048,5615.274,0.092,24.024,0.109,21.076,0.010,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7559372,-29.0577670,28.15390557990566
GB16914677,4179.876,0.106,5495.554,0.140,25.369,,22.401,0.022,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7599250,-29.0590969,28.15464546810709
GB04547643,5278.472,0.132,5012.704,0.015,24.031,,20.593,,2,HD43_ACSWFC,18.588,0.009,16.501,0.006,16.097,0.009,15.782,0.012,,,,,,,267.7459669,-29.0644679,28.1592539404275
GB16309543,4797.889,0.147,5587.483,0.014,,,22.324,0.030,2,HD43_ACSWFC,20.457,0.031,18.598,0.022,18.325,0.040,17.857,0.050,,,,,,,267.7520675,-29.0580768,28.200177060769693
GB01084971,4297.924,0.013,4271.488,0.009,20.474,0.008,18.912,0.018,4,HD43_ACSWFC,,,,,,,,,,,4057339301118784896,,,,267.7584354,-29.0727027,28.20697944731256
GB18658413,4696.974,0.291,4221.644,0.191,,,22.635,0.022,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7533629,-29.0732581,28.21114800717275
GB16260301,4943.469,0.225,5521.836,0.116,,,22.318,0.031,2,HD43_ACSWFC,20.218,0.026,18.113,0.016,17.800,0.027,17.538,0.039,,,,,,,267.7502176,-29.0588068,28.22027707488386
GB17067884,4684.241,0.459,4219.056,0.008,,,22.421,0.025,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7535248,-29.0732868,28.234301023961255
GB15083268,3891.485,0.086,5069.071,0.072,25.536,,22.170,0.026,3,HD43_ACSWFC,20.243,0.026,18.284,0.018,17.952,0.030,17.713,0.044,,,,,,,267.7635951,-29.0638363,28.234741644207237
GB16613533,4376.155,0.116,5592.941,0.022,,,22.363,0.081,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7574280,-29.0580148,28.252227894819693
GB13103257,4682.928,0.050,5615.674,0.102,25.053,0.091,21.924,0.023,4,HD43_ACSWFC,19.961,0.022,18.150,0.017,17.788,0.027,17.509,0.038,,,,,,,267.7535285,-29.0577632,28.25243810976397
GB15638731,5186.698,0.268,4553.910,0.135,25.645,,22.239,0.014,3,HD43_ACSWFC,20.176,0.025,18.275,0.018,17.871,0.028,17.681,0.043,,,,,,,267.7471333,-29.0695659,28.25528966779152
GB06605821,4642.201,0.082,5620.667,0.026,24.074,,21.000,0.006,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7540473,-29.0577078,28.260370926292524
GB13200067,5255.789,0.179,4707.981,0.131,25.282,0.075,21.936,0.001,4,HD43_ACSWFC,19.860,0.020,17.857,0.013,17.435,0.021,17.191,0.030,,,,,,,267.7462549,-29.0678537,28.2617728307539
GB20652035,3877.136,0.063,4983.582,0.102,,,22.959,0.121,2,HD43_ACSWFC,20.854,0.041,18.956,0.030,18.648,0.056,18.145,0.072,,,,,,,267.7637772,-29.0647862,28.269505806852926
GB19000923,4207.476,0.006,5517.403,0.054,,,22.684,0.017,2,HD43_ACSWFC,20.672,0.035,18.741,0.024,18.427,0.043,18.205,0.065,,,,,,,267.7595728,-29.0588539,28.27842813843101
GB18831351,5255.876,0.434,5127.692,0.030,25.679,,22.659,,2,HD43_ACSWFC,20.790,0.039,18.896,0.028,18.566,0.063,18.302,0.071,,,,,,,267.7462472,-29.0631875,28.300840596400757
GB20521804,4235.915,0.205,4299.446,0.397,,,22.934,0.029,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7592234,-29.0723918,28.309357406409987
GB16374243,4433.764,0.004,5609.651,0.041,24.769,,22.332,,2,HD43_ACSWFC,20.722,0.037,19.420,0.040,19.248,0.083,19.071,0.133,,,,,,,267.7566986,-29.0578306,28.324664101610104
GB06722798,4825.675,0.112,4252.688,0.052,24.615,0.002,21.020,0.011,4,HD43_ACSWFC,19.045,0.013,17.113,0.009,16.730,0.014,16.560,0.021,,,,,,,267.7517266,-29.0729133,28.32796824936197
GB13648664,5140.764,0.042,4483.267,0.054,25.406,,21.992,0.105,3,HD43_ACSWFC,19.859,0.020,17.863,0.014,17.463,0.022,17.242,0.032,,,,,,,267.7477200,-29.0703515,28.329040113372617
GB14504570,3897.190,0.070,5106.946,0.104,25.423,,22.098,0.060,3,HD43_ACSWFC,20.154,0.026,18.226,0.018,17.828,0.030,17.538,0.042,,,,,,,267.7635222,-29.0634153,28.378909844817027
GB07614911,5248.297,0.110,5157.185,0.172,24.567,,21.167,,2,HD43_ACSWFC,19.233,0.014,17.383,0.010,16.990,0.016,16.781,0.023,,,,,,,267.7463433,-29.0628596,28.38970073605718
GB12937357,4540.830,0.078,4208.468,0.210,25.352,,21.903,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7553511,-29.0734052,28.405477643425947
GB10909118,4457.057,0.084,4218.054,0.041,24.878,0.079,21.642,0.029,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7564129,-29.0732971,28.407718471006774
GB14100481,4035.356,0.129,4461.720,0.052,25.356,,22.048,0.051,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7617702,-29.0705871,28.428190681519066
GB19755438,5025.824,0.151,5470.872,0.197,,,22.799,0.019,2,HD43_ACSWFC,20.789,0.039,18.783,0.025,18.383,0.042,18.030,0.057,,,,,,,267.7491713,-29.0593735,28.43066416234217
GB18740584,3870.593,0.278,4888.361,0.341,,,22.646,0.072,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7638614,-29.0658446,28.43085427677465
GB10936863,4616.380,0.183,5626.904,0.088,24.854,0.028,21.645,0.042,4,HD43_ACSWFC,19.793,0.020,17.921,0.014,17.492,0.022,17.325,0.034,,,,,,,267.7543743,-29.0576381,28.439546376418292
GB04559599,4883.929,0.087,5559.856,0.054,24.216,,20.596,0.048,3,HD43_ACSWFC,18.542,0.009,16.441,0.006,16.018,0.009,15.729,0.012,,,,,,,267.7509731,-29.0583839,28.44234356082651
GB16413121,3878.587,0.073,5029.556,0.018,25.702,,22.337,,2,HD43_ACSWFC,20.381,0.030,18.512,0.021,18.115,0.035,17.988,0.056,,,,,,,267.7637587,-29.0642747,28.445005201650464
GB00357076,3907.236,0.002,5145.994,0.032,18.661,0.021,17.264,0.007,4,HD43_ACSWFC,16.358,0.003,15.452,0.004,15.278,0.006,15.139,0.008,,,4057339296817509248,18.192,19.121,17.344,267.7633929,-29.0629811,28.45173420154731
GB12904028,3876.538,0.063,5022.831,0.038,25.202,0.131,21.898,0.056,4,HD43_ACSWFC,19.936,0.022,18.072,0.016,17.690,0.026,17.526,0.040,,,,,,,267.7637844,-29.0643499,28.483284659364184
GB05449878,5063.351,0.179,4392.817,0.053,24.516,0.061,20.786,0.040,4,HD43_ACSWFC,18.576,0.009,16.345,0.006,15.903,0.008,15.574,0.011,,,,,,,267.7487039,-29.0713564,28.500144493104713
GB00521217,5292.778,0.018,4890.734,0.039,21.503,,17.758,0.014,3,HD43_ACSWFC,15.631,0.002,13.409,0.001,12.912,0.002,12.561,0.002,,,4057339468629692672,19.289,21.649,17.612,267.7457820,-29.0658223,28.50091067281022
GB13484621,5162.982,0.131,5327.701,0.029,24.864,,21.971,0.014,3,HD43_ACSWFC,20.507,0.031,19.088,0.031,18.803,0.057,18.337,0.073,,,,,,,267.7474303,-29.0609655,28.502947832991623
GB13733442,5247.260,0.200,5171.171,0.112,25.446,0.208,22.002,0.040,4,HD43_ACSWFC,20.075,0.023,18.015,0.015,17.602,0.024,17.261,0.032,,,,,,,267.7463593,-29.0627053,28.53538960076009
GB01090254,5294.004,0.031,4938.717,0.033,22.469,0.019,18.920,0.022,4,HD43_ACSWFC,,,,,,,,,,,4057339507288902144,,,,267.7457671,-29.0652892,28.541066275675277
GB00982987,4795.983,0.029,4236.833,0.019,22.577,0.005,18.754,0.018,4,HD43_ACSWFC,16.650,0.004,14.415,0.002,13.911,0.003,13.590,0.004,,,,20.334,22.639,18.536,267.7521042,-29.0730894,28.544171066735792
GB15577633,4578.789,0.193,5630.558,0.255,25.089,,22.232,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7548551,-29.0575986,28.545122176603787
GB15483816,5207.811,0.067,4575.482,0.156,,,22.220,0.024,2,HD43_ACSWFC,20.299,0.027,18.331,0.018,18.016,0.032,17.756,0.046,,,,,,,267.7468657,-29.0693264,28.55782646113651
GB17561207,3896.793,0.101,4712.405,0.234,,,22.485,0.003,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7635302,-29.0678005,28.562473083378954
GB19701110,3975.315,0.008,4538.085,0.044,,,22.790,0.032,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7625338,-29.0697384,28.580891850232124
GB16904927,4138.930,0.113,5478.724,0.104,25.849,0.001,22.400,0.021,4,HD43_ACSWFC,20.199,0.026,18.236,0.018,17.904,0.030,17.683,0.044,,,,,,,267.7604445,-29.0592836,28.584443065361185
GB02292521,5266.050,0.017,5120.651,0.019,22.911,0.001,19.885,0.009,4,HD43_ACSWFC,18.085,0.007,16.357,0.006,16.031,0.009,15.803,0.012,,,,,,,267.7461209,-29.0632669,28.597818728212076
GB13747265,3876.544,0.271,4793.534,0.039,25.448,,22.004,0.052,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7637879,-29.0668989,28.60563283936016
GB18682817,5180.890,0.060,5305.328,0.074,25.193,,22.638,,2,HD43_ACSWFC,21.379,0.059,20.043,0.064,19.939,0.147,19.549,0.202,,,,,,,267.7471988,-29.0612128,28.60830066810219
GB09199976,3865.506,0.033,4926.473,0.058,24.811,0.030,21.407,0.018,4,HD43_ACSWFC,19.459,0.016,17.512,0.011,17.099,0.017,16.855,0.024,,,,,,,267.7639257,-29.0654209,28.61294119188466
GB09061541,4086.297,0.025,5434.215,0.049,24.652,0.048,21.387,0.022,4,HD43_ACSWFC,19.603,0.018,17.879,0.015,17.578,0.025,17.300,0.034,,,,,,,267.7611139,-29.0597781,28.61862308427706
GB15883102,3890.216,0.120,4730.086,0.061,,,22.270,0.019,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7636136,-29.0676039,28.621102195775787
GB03842767,4067.554,0.030,5416.361,0.017,23.474,0.010,20.419,0.003,4,HD43_ACSWFC,18.644,0.010,16.965,0.008,16.634,0.013,16.482,0.019,,,,,,,267.7613524,-29.0599765,28.639038739124253
GB22040928,4212.298,0.186,4302.942,0.020,,,23.516,0.162,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7595236,-29.0723529,28.661940079574723
GB12095515,4655.252,0.075,5629.537,0.030,24.895,,21.796,,2,HD43_ACSWFC,19.942,0.022,18.173,0.017,17.870,0.029,17.607,0.042,,,,,,,267.7538772,-29.0576078,28.670227668312695
GB07337782,5082.003,0.035,4404.619,0.033,24.471,0.014,21.123,0.023,4,HD43_ACSWFC,19.174,0.013,17.322,0.010,17.001,0.016,16.702,0.022,,,,,,,267.7484667,-29.0712252,28.670662108500807
GB13215692,3864.789,0.152,4952.244,0.089,25.373,0.082,21.938,0.158,4,HD43_ACSWFC,20.171,0.028,18.343,0.019,17.972,0.031,17.711,0.044,,,,,,,267.7639345,-29.0651345,28.67305985863835
GB07185420,3925.444,0.064,5207.896,0.064,24.527,,21.098,0.000,3,HD43_ACSWFC,19.157,0.013,17.329,0.010,16.958,0.015,16.786,0.023,,,,,,,267.7631620,-29.0622934,28.67784777728563
GB01207274,4528.481,0.027,5631.948,0.015,20.836,0.012,19.078,0.015,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7554915,-29.0575818,28.680397183845308
GB06356649,3875.351,0.070,5047.175,0.043,24.262,,20.956,0.028,3,HD43_ACSWFC,19.069,0.013,17.254,0.009,16.951,0.016,16.745,0.022,,,,,,,267.7637981,-29.0640791,28.687069237623607
GB02869700,4021.177,0.029,5365.876,0.032,22.513,0.066,20.120,0.002,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7619424,-29.0605375,28.690860142888987
GB17658434,3866.959,0.023,4991.514,0.045,,,22.498,0.021,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7639065,-29.0646980,28.70588932996647
GB14688411,4716.349,0.163,4212.364,0.032,25.664,,22.121,0.080,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7531178,-29.0733615,28.713355922822362
GB21476754,4109.802,0.394,4375.527,0.233,,,23.168,0.043,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7608258,-29.0715457,28.720774431837967
GB07392128,4176.293,0.036,5510.339,0.045,23.524,0.033,21.132,0.037,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7599692,-29.0589323,28.721920870994005
GB01078487,4494.961,0.009,4204.454,0.020,22.497,0.013,18.903,0.006,4,HD43_ACSWFC,,,,,,,,,,,4057339301130517888,,,,267.7559312,-29.0734484,28.722728132365603
GB07515694,5286.975,0.056,4786.514,0.157,,,21.152,0.033,2,HD43_ACSWFC,19.089,0.013,16.951,0.008,16.484,0.012,16.205,0.016,,,,,,,267.7458576,-29.0669809,28.72352195836149
GB03706642,3867.396,0.051,4835.266,0.042,24.144,0.030,20.382,0.010,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7639026,-29.0664347,28.72368576487073
GB18315980,3927.066,0.084,4619.365,0.022,,,22.587,0.019,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7631463,-29.0688347,28.739145414481076
